x,y,path
0.41186628,0.43399647,./static/semImages/03081-achilles.jpg
0.0665977,0.25421616,./static/semImages/10579-feathers.jpg
0.64292604,0.26501387,./static/semImages/03382-kitchen.jpg
0.4871656,0.101786286,./static/semImages/38848-4view.jpg
0.36277848,0.1505058,./static/semImages/37542-scene12.jpg
0.17091109,0.72176707,./static/semImages/33480-13mythol.jpg
0.037858315,0.4545252,./static/semImages/40423-3pinnac3.jpg
0.16113952,0.84646326,./static/semImages/18487-selfport.jpg
0.19794464,0.46452156,./static/semImages/35008-carrying.jpg
0.2222004,0.39570788,./static/semImages/07644-vision.jpg
0.67799,0.14357898,./static/semImages/17034-flower07.jpg
0.2560117,0.28518328,./static/semImages/22483-08foursa.jpg
0.0622864,0.77431434,./static/semImages/43535-portmoen.jpg
0.39594457,0.8426474,./static/semImages/31838-romanrui.jpg
0.27964556,0.12816711,./static/semImages/24280-scenes1.jpg
0.6427056,0.3094922,./static/semImages/08969-stillmus.jpg
0.31949303,0.65269005,./static/semImages/26358-visit.jpg
0.52779615,0.9025367,./static/semImages/17929-village.jpg
0.40770456,0.8503991,./static/semImages/30098-princes.jpg
0.1714662,0.5531246,./static/semImages/21953-0monalis.jpg
0.54630345,0.20068033,./static/semImages/44247-interior.jpg
0.48409688,0.84027845,./static/semImages/38400-italiana.jpg
0.3347685,0.27275982,./static/semImages/37115-moses.jpg
0.4794908,0.11818193,./static/semImages/24071-3sposi02.jpg
0.27656043,0.007007766,./static/semImages/04829-christ_c.jpg
0.19911815,0.2099767,./static/semImages/38284-theannun.jpg
0.54222804,0.048333347,./static/semImages/36148-vault.jpg
0.28959385,0.6436369,./static/semImages/08656-07young.jpg
0.64584035,0.14043576,./static/semImages/00101-stillife.jpg
0.48200017,0.8378776,./static/semImages/22450-river_la.jpg
0.26935044,0.57692295,./static/semImages/13785-scholar.jpg
0.3191684,0.5362085,./static/semImages/19347-wedding.jpg
0.28326452,0.42004195,./static/semImages/08157-rebecca.jpg
0.4883221,0.9776496,./static/semImages/04130-bend.jpg
0.18809007,0.6368279,./static/semImages/22986-couple.jpg
0.4685529,0.99157447,./static/semImages/07220-canal508.jpg
0.24563086,0.20117876,./static/semImages/29868-virtue.jpg
0.45420474,0.84444284,./static/semImages/28451-tobias_a.jpg
0.6539114,0.2314503,./static/semImages/30451-stillif1.jpg
0.3427409,0.67906266,./static/semImages/44262-portusyn.jpg
0.08772034,0.7865969,./static/semImages/43646-port_man.jpg
0.44568285,0.45400694,./static/semImages/21373-rinaldo.jpg
0.47230506,0.5515823,./static/semImages/11461-dog_cat.jpg
0.23221758,0.49932832,./static/semImages/09138-diane.jpg
0.29426032,0.6499374,./static/semImages/39532-port_art.jpg
0.28028584,0.7519573,./static/semImages/34096-4renoi13.jpg
0.51457304,0.8877055,./static/semImages/43484-galette.jpg
0.52745956,0.88389707,./static/semImages/43731-landherd.jpg
0.46864015,0.29174903,./static/semImages/04748-marriage.jpg
0.09840668,0.2828724,./static/semImages/15449-5madonna.jpg
0.43609324,0.554009,./static/semImages/05176-cornar02.jpg
0.265532,0.052166324,./static/semImages/08916-panel2.jpg
0.14976928,0.56785446,./static/semImages/17561-19portra.jpg
0.4850602,0.4283263,./static/semImages/36812-martyrdo.jpg
0.0847347,0.5020703,./static/semImages/06742-portrait.jpg
0.20230237,0.39083013,./static/semImages/31477-5vanity.jpg
0.5240639,0.039354026,./static/semImages/07408-pepoli.jpg
0.38758242,0.1319042,./static/semImages/31461-bufalini.jpg
0.3195846,0.4068942,./static/semImages/32820-37entom.jpg
0.5513848,0.761563,./static/semImages/20417-6outing.jpg
0.4798049,0.033174876,./static/semImages/06109-fugger_c.jpg
0.42349094,0.14023711,./static/semImages/15115-angelico.jpg
0.20340988,0.1150302,./static/semImages/16551-christv1.jpg
0.6516042,0.2490617,./static/semImages/13899-stil_che.jpg
0.03464184,0.5767491,./static/semImages/32943-04cardin.jpg
0.26243192,0.2348314,./static/semImages/30064-3wolfga3.jpg
0.3109886,0.16879372,./static/semImages/00219-apocaly2.jpg
0.5816533,0.96932596,./static/semImages/36788-wharf.jpg
0.47263664,0.30372784,./static/semImages/42976-2music1.jpg
0.3568604,0.42001596,./static/semImages/23914-bacchus.jpg
0.12398988,0.83960104,./static/semImages/11291-313delac.jpg
0.2668931,0.43087244,./static/semImages/40171-healing.jpg
0.29200754,0.027507585,./static/semImages/44303-c_cross.jpg
0.4086922,0.247489,./static/semImages/00393-2scenes1.jpg
0.49858633,0.46604183,./static/semImages/11269-203delac.jpg
0.64520216,0.12110665,./static/semImages/04184-flowers.jpg
0.29816458,0.20859022,./static/semImages/13216-predella.jpg
0.5372829,0.40047783,./static/semImages/13349-u7eve.jpg
0.112431586,0.77175367,./static/semImages/32306-04selfpo.jpg
0.45377094,0.32250088,./static/semImages/20897-destruct.jpg
0.61660874,0.75182164,./static/semImages/17193-cypres04.jpg
0.3416802,0.6493137,./static/semImages/05166-3borsos.jpg
0.28942776,0.44804403,./static/semImages/17763-414goya.jpg
0.21726021,0.7218217,./static/semImages/30378-portlady.jpg
0.09458965,0.33035478,./static/semImages/19878-2family.jpg
0.5514845,0.7966932,./static/semImages/00364-winterla.jpg
0.054176774,0.5151102,./static/semImages/18372-1607grec.jpg
0.3168675,0.29966575,./static/semImages/14339-noli_me.jpg
0.15179233,0.6669309,./static/semImages/33292-couple3.jpg
0.49028587,0.61929774,./static/semImages/17836-blac631.jpg
0.09718322,0.3129372,./static/semImages/09098-virgin1.jpg
0.6108803,0.25211084,./static/semImages/04491-stil_lif.jpg
0.2608123,0.559028,./static/semImages/21181-philosop.jpg
0.4956633,0.11842605,./static/semImages/04171-2matteo1.jpg
0.21423724,0.669325,./static/semImages/04587-young_wo.jpg
0.053109113,0.4335988,./static/semImages/37237-saints50.jpg
0.17141186,0.11370841,./static/semImages/16509-21stefan.jpg
0.6671359,0.16764328,./static/semImages/35097-window.jpg
0.35502002,0.3083752,./static/semImages/06858-patmos1.jpg
0.48043352,0.035567533,./static/semImages/18231-0501grec.jpg
0.4330818,0.8362568,./static/semImages/35615-17landsc.jpg
0.5139351,0.63512343,./static/semImages/40034-brothe17.jpg
0.3370454,0.37059894,./static/semImages/39689-10pieta.jpg
0.22253218,0.66206735,./static/semImages/27145-bacchant.jpg
0.62190825,0.8073361,./static/semImages/08507-1lands07.jpg
0.28949165,0.6433366,./static/semImages/34228-scrubbers.jpg
0.43210578,0.7630436,./static/semImages/41899-cafaggi.jpg
0.51553214,0.9489417,./static/semImages/17928-viewnijm.jpg
0.51086473,0.62603503,./static/semImages/34045-2renoi25.jpg
0.106498525,0.23534106,./static/semImages/29597-madonna.jpg
0.33604428,0.6106191,./static/semImages/20131-cradle.jpg
0.34439734,0.15218283,./static/semImages/18108-3visita1.jpg
0.27051783,0.24038744,./static/semImages/44089-1hubert2.jpg
0.18204641,0.81720877,./static/semImages/39898-portrai1.jpg
0.09839831,0.7327144,./static/semImages/11527-oriental.jpg
0.41143608,0.4958649,./static/semImages/09130-ashley.jpg
0.6288529,0.7399829,./static/semImages/17098-1arles10.jpg
0.22179198,0.731189,./static/semImages/17717-204goya.jpg
0.22059749,0.3615602,./static/semImages/03605-70cather.jpg
0.46302265,0.7016244,./static/semImages/15000-tahiti59.jpg
0.3089006,0.64558446,./static/semImages/44189-suitor.jpg
0.318876,0.2844845,./static/semImages/03374-praying.jpg
0.056575768,0.7650168,./static/semImages/20990-bearded.jpg
0.550694,0.21259847,./static/semImages/29457-intgothy.jpg
0.22496106,0.13339883,./static/semImages/03939-triptic4.jpg
0.37254715,0.52087617,./static/semImages/43849-prodigal.jpg
0.6689676,0.8205358,./static/semImages/06073-dam.jpg
0.42820063,0.8156089,./static/semImages/07938-f_egypt.jpg
0.11537993,0.24124877,./static/semImages/41467-mad_sain.jpg
0.34174302,0.34433192,./static/semImages/36770-lochorst.jpg
0.59957916,0.27346236,./static/semImages/08679-06still.jpg
0.16976802,0.3784857,./static/semImages/29270-204muril.jpg
0.6739029,0.14164694,./static/semImages/12143-roses.jpg
0.40021974,0.6462565,./static/semImages/06512-08crippl.jpg
0.25349224,0.6205025,./static/semImages/12059-violonpl.jpg
0.22949168,0.6563158,./static/semImages/33549-72portra.jpg
0.3132831,0.3693142,./static/semImages/05931-adorati.jpg
0.42370015,0.85570586,./static/semImages/43626-landconv.jpg
0.235024,0.19132867,./static/semImages/30066-3wolfgaa.jpg
0.3451101,0.50890464,./static/semImages/13916-curius_d.jpg
0.62404174,0.77427065,./static/semImages/28620-4bordig1.jpg
0.12610678,0.3191472,./static/semImages/43320-madchild.jpg
0.6407123,0.8404893,./static/semImages/28553-argent13.jpg
0.30290323,0.41826198,./static/semImages/10967-108david.jpg
0.19958492,0.73849994,./static/semImages/12348-1selfpor.jpg
0.35292906,0.4999998,./static/semImages/38866-04udine.jpg
0.6129757,0.866861,./static/semImages/18986-11guilla.jpg
0.5313904,0.6790011,./static/semImages/40037-cabare03.jpg
0.42835075,0.43891907,./static/semImages/00474-venus1.jpg
0.41145653,0.7278458,./static/semImages/06660-panel3.jpg
0.47054616,0.856051,./static/semImages/02758-italianb.jpg
0.36706963,0.4809937,./static/semImages/32262-14temple.jpg
0.04570334,0.7061953,./static/semImages/23337-04bishop.jpg
0.37460056,0.9433604,./static/semImages/02827-winterla.jpg
0.34783226,0.5051745,./static/semImages/23005-ador_mag.jpg
0.28461072,0.747228,./static/semImages/00021-abbati4.jpg
0.20351514,0.08391672,./static/semImages/41341-051clare.jpg
0.05203245,0.43378606,./static/semImages/37323-5evangel.jpg
0.34914348,0.18402755,./static/semImages/15167-13quarat.jpg
0.655143,0.21560878,./static/semImages/44797-stillife.jpg
0.2078848,0.41664094,./static/semImages/07330-immacula.jpg
0.4448397,0.43161154,./static/semImages/36471-midas.jpg
0.16782513,0.34602478,./static/semImages/00639-madonna.jpg
0.6304036,0.14106944,./static/semImages/01005-bouquet.jpg
0.19464347,0.85528105,./static/semImages/11059-shishkov.jpg
0.38298956,0.042618748,./static/semImages/23131-2chapte7.jpg
0.047167856,0.7269098,./static/semImages/32192-portrai1.jpg
0.17982705,0.46832946,./static/semImages/18353-1504grec.jpg
0.632753,0.2271496,./static/semImages/20868-stilglas.jpg
0.65365833,0.2525139,./static/semImages/21208-banquet.jpg
0.60243464,0.8780143,./static/semImages/15282-112geric.jpg
0.3804326,0.10317252,./static/semImages/26172-1bay1.jpg
0.29331517,0.42470327,./static/semImages/10452-study.jpg
0.24611846,0.2636394,./static/semImages/36557-circumci.jpg
0.53093123,0.9130259,./static/semImages/29481-riverlan.jpg
0.63160557,0.77749515,./static/semImages/08559-3lands06.jpg
0.26817787,0.46755132,./static/semImages/16827-adorati.jpg
0.13506566,0.8557018,./static/semImages/04793-port_man.jpg
0.1499285,0.38128358,./static/semImages/32503-virgin_c.jpg
0.3942567,0.841738,./static/semImages/02757-italiana.jpg
0.33194324,0.47475764,./static/semImages/30956-miltiade.jpg
0.4832592,0.41606572,./static/semImages/30934-angelica.jpg
0.24559042,0.28767708,./static/semImages/39564-04popeal.jpg
0.19798444,0.7383856,./static/semImages/14185-09letter.jpg
0.5054333,0.9605472,./static/semImages/07206-canal409.jpg
0.51429236,0.13783391,./static/semImages/30556-ceiling.jpg
0.40035704,0.52588326,./static/semImages/36581-greekwom.jpg
0.50051546,0.7161895,./static/semImages/03141-sewing.jpg
0.13849974,0.6033739,./static/semImages/12501-13sebast.jpg
0.3452153,0.37651476,./static/semImages/04472-slau_pig.jpg
0.53124005,0.7281334,./static/semImages/28549-argent09.jpg
0.4242877,0.43852884,./static/semImages/09702-07romulu.jpg
0.32614958,0.6812719,./static/semImages/09985-p_family.jpg
0.037685633,0.7565887,./static/semImages/42000-menicucc.jpg
0.60673904,0.8106187,./static/semImages/24289-dusk.jpg
0.35051987,0.33279857,./static/semImages/36459-jerome.jpg
0.21235089,0.084207475,./static/semImages/40761-05icon.jpg
0.66485703,0.24367176,./static/semImages/13893-breadcon.jpg
0.1571259,0.59764147,./static/semImages/23459-portlady.jpg
0.20919809,0.65383524,./static/semImages/30257-port_wom.jpg
0.5787273,0.88335884,./static/semImages/13605-sorrento.jpg
0.022063319,0.6168398,./static/semImages/15626-old_man.jpg
0.13303004,0.82782173,./static/semImages/29826-selfport.jpg
0.2091801,0.63413167,./static/semImages/33553-082portr.jpg
0.5088853,0.11920068,./static/semImages/35240-borghese.jpg
0.1981825,0.72575414,./static/semImages/29412-chaulnes.jpg
0.5839684,0.7169939,./static/semImages/21233-ybathing.jpg
0.21819073,0.6779317,./static/semImages/14403-selfport.jpg
0.029057963,0.608363,./static/semImages/26071-20noyoun.jpg
0.57265776,0.9273751,./static/semImages/17954-zestuar.jpg
0.26794475,0.33280635,./static/semImages/23191-34monaco.jpg
0.10436144,0.4744466,./static/semImages/15781-trompe.jpg
0.21570376,0.4090695,./static/semImages/20370-11ingres.jpg
0.38149253,0.6509449,./static/semImages/37919-rhetor.jpg
0.3784762,0.055521358,./static/semImages/32998-6logget2.jpg
0.17733522,0.36285987,./static/semImages/39153-17zianig.jpg
0.64450246,0.857495,./static/semImages/44123-nocturn.jpg
0.24598941,0.40133718,./static/semImages/35636-04sketch.jpg
0.52606255,0.055620253,./static/semImages/37532-0view.jpg
0.44110656,0.4683761,./static/semImages/39531-anacreon.jpg
0.6308642,0.11739803,./static/semImages/05374-flower_.jpg
0.33135065,0.62263316,./static/semImages/20116-48hooch.jpg
0.19954158,0.4879946,./static/semImages/33952-moses.jpg
0.4149317,0.1372292,./static/semImages/03871-157mira.jpg
0.21089436,0.56045794,./static/semImages/39670-09magdal.jpg
0.46498206,0.88264483,./static/semImages/44360-hawking1.jpg
0.53542686,0.64269716,./static/semImages/14957-tahiti04.jpg
0.45366335,0.98453146,./static/semImages/18731-guard197.jpg
0.592701,0.80992675,./static/semImages/09577-corot26.jpg
0.518643,0.98474485,./static/semImages/18751-guard217.jpg
0.3597125,0.32933685,./static/semImages/12517-1jabach1.jpg
0.5683417,0.038468502,./static/semImages/38907-00bagli5.jpg
0.13745533,0.30890885,./static/semImages/35249-2madchil.jpg
0.47086206,0.9977314,./static/semImages/22778-1market.jpg
0.4667804,0.81624115,./static/semImages/13134-apolloca.jpg
0.048560813,0.7649705,./static/semImages/18384-1711grec.jpg
0.65355814,0.1562152,./static/semImages/20328-flowers3.jpg
0.29820153,0.1930438,./static/semImages/23122-140umilt.jpg
0.33607933,0.6054569,./static/semImages/10780-siesta.jpg
0.60291475,0.9256971,./static/semImages/42718-shipwrek.jpg
0.29297104,0.52933145,./static/semImages/20067-05procur.jpg
0.24234523,0.26210058,./static/semImages/06455-02adorat.jpg
0.2646174,0.24129616,./static/semImages/29184-8death.jpg
0.17432266,0.69478685,./static/semImages/43079-valcken2.jpg
0.2806047,0.11425193,./static/semImages/16655-predel3.jpg
0.20691974,0.32563326,./static/semImages/12001-circe_me.jpg
0.34546962,0.13152142,./static/semImages/40352-04prato.jpg
0.15825748,0.38098136,./static/semImages/13043-holyfami.jpg
0.1271682,0.6302618,./static/semImages/31775-straub.jpg
0.24809057,0.003907964,./static/semImages/16469-3crucifi.jpg
0.17118391,0.20901072,./static/semImages/15577-7vault3.jpg
0.38963705,0.6497521,./static/semImages/29439-women.jpg
0.42704514,0.20786332,./static/semImages/32994-3solomon.jpg
0.61124927,0.32131153,./static/semImages/38106-vanity.jpg
0.39632696,0.39873546,./static/semImages/33348-sebastia.jpg
0.25277913,0.6179452,./static/semImages/20054-01fiddle.jpg
0.035040576,0.5919839,./static/semImages/09751-portrait.jpg
0.18682532,0.5904404,./static/semImages/06752-man3sons.jpg
0.3800868,0.5998372,./static/semImages/04846-stillife.jpg
0.52167535,0.43819523,./static/semImages/07054-cleopatr.jpg
0.19393675,0.14018138,./static/semImages/04538-stia_tri.jpg
0.42194423,0.43393806,./static/semImages/42991-5venus_a.jpg
0.29270387,0.23879826,./static/semImages/20799-polypty2.jpg
0.4529826,0.92368704,./static/semImages/29565-houses.jpg
0.53816545,0.24951418,./static/semImages/44679-towneley.jpg
0.4708155,0.2915091,./static/semImages/27119-god_fath.jpg
0.31222886,0.6297975,./static/semImages/27085-studio.jpg
0.30898002,0.19727844,./static/semImages/00819-marco_p9.jpg
0.5875437,0.9307645,./static/semImages/10625-moonligh.jpg
0.07678696,0.40870878,./static/semImages/38365-1vescov2.jpg
0.53251934,0.6212506,./static/semImages/14981-1paris02.jpg
0.08585231,0.68019265,./static/semImages/08003-opizzoni.jpg
0.27686405,0.5061554,./static/semImages/21314-05dream.jpg
0.43745133,0.8133798,./static/semImages/32274-03landsc.jpg
0.65519285,0.24530703,./static/semImages/11536-cheeses.jpg
0.24897972,0.006192797,./static/semImages/36860-crucifi.jpg
0.14739247,0.6321811,./static/semImages/41542-y_boleyn.jpg
0.22833678,0.33476344,./static/semImages/06751-coronati.jpg
0.28129086,0.60046214,./static/semImages/12025-fisherwi.jpg
0.61795384,0.24920829,./static/semImages/17798-702goya1.jpg
0.46649137,0.8418961,./static/semImages/20587-travelle.jpg
0.27959216,0.1750323,./static/semImages/20279-stgeorge.jpg
0.5067513,0.8426917,./static/semImages/10544-greenwoo.jpg
0.49523133,0.16923286,./static/semImages/30602-1murano4.jpg
0.5596777,0.90771985,./static/semImages/38515-pair1.jpg
0.10824686,0.32100365,./static/semImages/03372-madonna.jpg
0.66366637,0.24370992,./static/semImages/04178-still_li.jpg
0.5731437,0.83441025,./static/semImages/16999-nuenen14.jpg
0.29264456,0.45264152,./static/semImages/33336-2descent.jpg
0.47923437,0.994174,./static/semImages/07195-canal311.jpg
0.14232163,0.22500317,./static/semImages/16647-humility.jpg
0.3116324,0.35064933,./static/semImages/32171-lastsupp.jpg
0.17599308,0.82434374,./static/semImages/18117-heinrich.jpg
0.6590327,0.23798376,./static/semImages/25907-stillfig.jpg
0.08575122,0.45293826,./static/semImages/24499-descent.jpg
0.44876105,0.88589823,./static/semImages/32107-landbraz.jpg
0.09450906,0.27556053,./static/semImages/01118-madchild.jpg
0.51307,0.89608246,./static/semImages/04797-landfarm.jpg
0.56983185,0.9428784,./static/semImages/12132-river_la.jpg
0.41440853,0.5833045,./static/semImages/42727-clichy.jpg
0.124271974,0.61061394,./static/semImages/09094-portrai2.jpg
0.5326043,0.2593679,./static/semImages/14350-art_room.jpg
0.53607565,0.9416983,./static/semImages/29968-winter_n.jpg
0.49425042,0.11144612,./static/semImages/27126-v_grace.jpg
0.45044178,0.82589424,./static/semImages/40408-river_la.jpg
0.31188443,0.3133677,./static/semImages/32630-beheadin.jpg
0.30663016,0.66260207,./static/semImages/22933-01concer.jpg
0.45668697,0.9335257,./static/semImages/44270-1rome.jpg
0.45615414,0.80815357,./static/semImages/21202-riverlan.jpg
0.28928134,0.041480083,./static/semImages/37132-63sebast.jpg
0.20693615,0.5805399,./static/semImages/11636-st_agnes.jpg
0.6613601,0.25234976,./static/semImages/08447-stillife.jpg
0.4540299,0.14472929,./static/semImages/37530-5domeni.jpg
0.024629926,0.57203954,./static/semImages/05044-portman.jpg
0.33770293,0.5604242,./static/semImages/37953-m_compan.jpg
0.15985014,0.7089539,./static/semImages/13016-meerstr2.jpg
0.6180875,0.30682084,./static/semImages/08691-12attric.jpg
0.29690915,0.025506452,./static/semImages/25129-christ_c.jpg
0.34848356,0.8781537,./static/semImages/09855-courb116.jpg
0.2916371,0.3348663,./static/semImages/37523-pieta1.jpg
0.43063855,0.15229486,./static/semImages/13502-zodiac06.jpg
0.55151665,0.70718354,./static/semImages/04100-waiting.jpg
0.08837621,0.76602966,./static/semImages/33520-34portra.jpg
0.2807413,0.5014402,./static/semImages/17833-blac625.jpg
0.2818973,0.009580163,./static/semImages/20584-crucifix.jpg
0.5535849,0.9772298,./static/semImages/38082-mediport.jpg
0.408818,0.100019574,./static/semImages/41432-11buonco.jpg
0.30134815,0.3981499,./static/semImages/07993-christse.jpg
0.61509657,0.85757196,./static/semImages/05888-villasea.jpg
0.2796654,0.10722735,./static/semImages/12288-verso25.jpg
0.44530946,0.8355143,./static/semImages/44702-landgirl.jpg
0.5021483,0.9415633,./static/semImages/09896-courb401.jpg
0.25537908,0.11894997,./static/semImages/16585-life_chr.jpg
0.44292653,0.80096805,./static/semImages/00015-orpheus.jpg
0.39979523,0.2686454,./static/semImages/20236-capture.jpg
0.26121795,0.53126717,./static/semImages/25301-ladygrey.jpg
0.456173,0.79812944,./static/semImages/06143-mountain.jpg
0.46566644,0.8437781,./static/semImages/34247-landsca1.jpg
0.4558488,0.79807335,./static/semImages/06132-fantasti.jpg
0.18733577,0.6448153,./static/semImages/19199-69gerae1.jpg
0.36897263,0.08241021,./static/semImages/34951-31german.jpg
0.203611,0.31058747,./static/semImages/15910-01holyfa.jpg
0.27026317,0.056879155,./static/semImages/43308-crucifix.jpg
0.2645982,0.84622264,./static/semImages/33585-127portr.jpg
0.08689652,0.7158239,./static/semImages/42285-0703vela.jpg
0.546967,0.204636,./static/semImages/29451-i_flemis.jpg
0.11088434,0.48008344,./static/semImages/25921-general.jpg
0.48830914,0.65028816,./static/semImages/34077-3renoi24.jpg
0.10790604,0.30540255,./static/semImages/06896-madonna.jpg
0.19796503,0.42565504,./static/semImages/38771-magdalen.jpg
0.236759,0.3496952,./static/semImages/23683-assumpti.jpg
0.20417038,0.23981336,./static/semImages/44040-1john.jpg
0.41046718,0.37477228,./static/semImages/37998-lorelei1.jpg
0.09309887,0.25113022,./static/semImages/12308-4metropo.jpg
0.19258532,0.36830294,./static/semImages/24394-sacrnoah.jpg
0.6024464,0.9338323,./static/semImages/42412-the_gust.jpg
0.2962266,0.09863331,./static/semImages/20454-lastsupp.jpg
0.4908212,0.46224082,./static/semImages/39751-16shephe.jpg
0.2282222,0.73376495,./static/semImages/21050-lafont.jpg
0.33545184,0.42412272,./static/semImages/33607-12group.jpg
0.26598573,0.44044772,./static/semImages/20571-adorati.jpg
0.43295252,0.7638992,./static/semImages/39850-5betwee2.jpg
0.4341865,0.21982929,./static/semImages/39038-2homer2.jpg
0.05731075,0.50020987,./static/semImages/18418-2006grec.jpg
0.5515105,0.20919251,./static/semImages/29464-int_cath.jpg
0.28853598,0.15562777,./static/semImages/24272-life3.jpg
0.4670084,0.9871936,./static/semImages/07284-canal811.jpg
0.20840794,0.8714416,./static/semImages/21243-nicholas.jpg
0.13907231,0.27228236,./static/semImages/01093-cassiano.jpg
0.3699862,0.64761305,./static/semImages/38597-guardrox.jpg
0.2767945,0.041326564,./static/semImages/12278-verso20.jpg
0.35298318,0.45458785,./static/semImages/08007-st_peter.jpg
0.39199027,0.27454665,./static/semImages/40393-5dragon2.jpg
0.19592369,0.24760349,./static/semImages/13313-16rolin.jpg
0.36107254,0.65514326,./static/semImages/19800-rake_3.jpg
0.39064297,0.7181022,./static/semImages/22435-dancing.jpg
0.39066872,0.10657685,./static/semImages/03925-birth2.jpg
0.20181598,0.13515261,./static/semImages/16507-13stefan.jpg
0.11623402,0.70446444,./static/semImages/04002-procurat.jpg
0.48146713,0.5194251,./static/semImages/15230-3ossian.jpg
0.09064604,0.79309356,./static/semImages/36740-hevelius.jpg
0.37526935,0.6055259,./static/semImages/17788-607goya.jpg
0.53595316,0.80048066,./static/semImages/36984-1sorrent.jpg
0.4207318,0.888107,./static/semImages/29970-winterla.jpg
0.1140451,0.75916845,./static/semImages/19197-68geraer.jpg
0.1175306,0.68873775,./static/semImages/36116-medici.jpg
0.41106182,0.7287505,./static/semImages/06659-panel2.jpg
0.07454947,0.4427111,./static/semImages/18086-6fina.jpg
0.33580554,0.5675816,./static/semImages/04727-osteria.jpg
0.668815,0.8155438,./static/semImages/22804-louvre.jpg
0.5732625,0.8489995,./static/semImages/19319-river_la.jpg
